,title,artist,track_uri,year,pos1999,pos2000,pos2001,pos2002,pos2003,pos2004,pos2005,pos2006,pos2007,pos2008,pos2009,pos2010,pos2011,pos2012,pos2013,pos2014,pos2015,pos2016,pos2017,pos2018
3551,Come As You Are,Nirvana,0MKGH8UMfCnq5w7nG06oM5,1991,0,0,0,0,0,0,0,0,0,0,0,0,1533,138,136,147,178,173,155,136
3552,This Time,John Legend,50NZKlQPUvBKSglzn2fXaE,2009,0,0,0,0,0,0,0,0,0,0,0,0,1548,1258,802,1598,1603,0,0,0
3553,I'm A Cliche,Anouk,1jSQJfavUxIx8nDfwggsYR,2011,0,0,0,0,0,0,0,0,0,0,0,0,1623,1608,0,0,0,0,0,0
3554,Waterkant,Marco Borsato,1JVbRQry4xdZ4c5gBqD5EB,2010,0,0,0,0,0,0,0,0,0,0,0,0,1629,0,0,0,0,0,0,0
3555,I Kissed A Girl,Katy Perry,14iN3o8ptQ8cFVZTEmyQRV,2008,0,0,0,0,0,0,0,0,0,0,0,0,1666,0,1633,0,0,0,0,0
3556,Als Je Lacht,Jan Smit,0jIcyUmf5aANj4ZAaHTizi,2008,0,0,0,0,0,0,0,0,0,0,0,0,1690,0,0,0,0,0,0,0
3557,Shame,Robbie Williams & Gary Barlow,1jRcvjVdi3MVJZxAWuxYws,2010,0,0,0,0,0,0,0,0,0,0,0,0,1718,0,0,0,0,0,0,0
3558,Slow,Rumer,5TKXTpJmW1CEOuWLG20KPG,2010,0,0,0,0,0,0,0,0,0,0,0,0,1724,0,0,0,0,0,0,0
3559,Inside My Head,Di-Rect,5UtvhLYNU64o73VrYjzbZY,2002,0,0,0,0,0,0,0,0,0,0,0,0,1741,0,0,0,0,0,0,0
3560,The Man Who Can't Be Moved,The Script,3nqqDo8CcCLke3ZoTgiOKf,2008,0,0,0,0,0,0,0,0,0,0,0,0,1746,380,296,254,251,398,510,547
3561,Save Me,Anouk,1GdwMr4o4iAYBIcgK255dT,2011,0,0,0,0,0,0,0,0,0,0,0,0,1770,0,0,0,0,0,0,0
3562,Hold Me Now,Golden Earring,79cRpgOa3Xr7NIhdSbQyo7,1994,0,0,0,0,0,0,0,0,0,0,0,0,1777,1836,1867,0,0,0,0,0
3563,Seven Nation Army,White Stripes,3dPQuX8Gs42Y7b454ybpMR,2003,0,0,0,0,0,0,0,0,0,0,0,0,1778,249,189,205,210,137,184,208
3564,Left Outside Alone,Anastacia,3OLf2Gid7GdhRBPKi1ZPeP,2004,0,0,0,0,0,0,0,0,0,0,0,0,1782,0,0,0,0,0,0,0
3565,Boy In The Bubble,Paul Simon,00IrSynHsun7DpDrLkRIjM,1987,0,0,0,0,0,0,0,0,0,0,0,0,1789,1116,1327,1627,1434,1737,0,0
3566,Lost,Jonathan Jeremiah,6bx2AaSp8ayLGr2auLTCeG,2010,0,0,0,0,0,0,0,0,0,0,0,0,1790,0,0,0,0,0,0,0
3567,You Have Been Loved,George Michael,1W19bowAmX4WJusclbWIbM,1997,0,0,0,0,0,0,0,0,0,0,0,0,1818,1989,1712,1778,0,0,1463,1507
3568,Chocolate,Snow Patrol,3Kh58CfPsfIl8XkCEKWbNf,2010,0,0,0,0,0,0,0,0,0,0,0,0,1829,0,0,0,0,0,0,0
3569,Single Girls,Laura Jansen,7xlrmNkImjofqrD2PFvfPF,2009,0,0,0,0,0,0,0,0,0,0,0,0,1850,0,0,0,0,0,0,0
3570,Poison,Alice Cooper,5XcZRgJv3zMhTqCyESjQrF,1989,0,0,0,0,0,0,0,0,0,0,0,0,1893,490,390,433,383,306,331,409
3571,Chariot,Gavin DeGraw,08Vij9GYqUjyAgSvcJxWW6,2006,0,0,0,0,0,0,0,0,0,0,0,0,1913,1924,1951,0,0,0,0,0
3572,Kill For A Broken Heart,Ben Saunders,0C4mNEjgGQqj1EJTfIhjfi,2011,0,0,0,0,0,0,0,0,0,0,0,0,1924,0,0,0,0,0,0,0
3573,Golden Days,Krystl,08FJ6a0DVTGYwJAKyhCNt2,2010,0,0,0,0,0,0,0,0,0,0,0,0,1931,0,0,0,0,0,0,0
3574,Unwritten,Natasha Bedingfield,1D1nixOVWOxvNfWi0UD7VX,2005,0,0,0,0,0,0,0,0,0,0,0,0,1972,0,0,0,0,0,0,1302
3575,I Follow Rivers,Triggerfinger,6v00zlqM60HsbYcQTwepEX,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,79,130,206,343,475,601,854
3576,Little Lion Man,Mumford & Sons,3GfgC3AawvFSCowb90vpzl,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,99,172,356,321,357,433,340
3577,Skyfall,Adele,6VObnIkLVruX4UVyxWhlqm,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,112,61,93,36,117,164,184
3578,Keep Your Head Up,Ben Howard,5fpEDGQX0Ah3utGnFYulQZ,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,136,213,342,519,766,872,1057
3579,Don't Give Up The Fight,Racoon,5rNiLAdqhSCfaiPlgfoEhp,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,156,151,160,230,358,397,527
3580,Turning Tables,Adele,0X1FYVkgy7Tfw79cY3C7lx,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,168,425,563,461,865,1159,749
3581,The A Team,Ed Sheeran,1VdZ0vKfR5jneCmWIUAMxK,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,190,388,231,430,621,410,419
3582,Angel Of Death,Slayer,5ohfpKB5tt275f4Y4lQ9F7,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,210,171,190,229,222
3583,Liverpool Rain,Racoon,4fEhUqvCOSuwf6Mt10h1ZE,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,209,281,252,365,481,667,780
3584,I Won't Give Up,Jason Mraz,53QF56cjZA9RTuuMZDrSA6,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,305,498,621,627,812,936,1298
3585,People Help The People,Birdy,0YywjDvFudcaHG74NuWISy,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,313,560,1062,1365,1479,1928,1964
3586,Let Her Go,Passenger,7DFNE7NO0raLIUbgzY2rzm,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,351,89,94,175,204,274,429
3587,Hurricane,Ilse DeLange,00Bv39YTHzifxp6jlvwXMB,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,354,848,1357,0,0,0,0
3588,Video Games,Lana Del Rey,7FDHI71Z3IInsEKuUn7Df8,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,371,465,578,575,768,700,585
3589,Don't Stop Believin',Journey,4bHsxqR3GMrXTxEPLuK5ue,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,385,251,282,209,209,198,162
3590,Kan Ik Iets Voor Je Doen?,De Dijk,4A2Lb3bxOhGNxCERDqXO98,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,438,477,546,773,1344,770,1123
3591,De Blues Verlaat Je Nooit,De Dijk,5upgWknQhshPAHM8RoUso7,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,448,618,735,1107,1455,1925,0
3592,Gangnam Style,PSY,03UrZgTINDqvnUMbbIMhql,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,476,1311,1942,1817,0,0,0
3593,Candy,Robbie Williams,5NlFXQ0si6U87gXs6hq81B,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,482,974,1741,0,0,0,0
3594,Euphoria,Loreen,2knr7ikPt4l7bk92qS4ZXW,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,484,881,1413,1501,1919,1932,1932
3595,Knocked Out,Trijntje Oosterhuis,13cFJziN6qRk7ZBQ57DtZ4,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,489,1448,0,0,0,0,0
3596,Ik Neem Je Mee,Gers Pardoel,4RxzgZMbYLLnLYaW00Wv4q,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,515,1349,1931,0,0,0,0
3597,Zij,Marco Borsato,2o4iWZOFE8kkl0tK66WADw,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,538,557,644,511,815,959,740
3598,Call Me Maybe,Carly Rae Jepsen,20I6sIOMTCkB6w7ryavxtO,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,584,1756,0,0,0,0,0
3599,Charlie Brown,Coldplay,1yqMgZNrevsWMLWfO2PRp5,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,631,797,1235,1401,1470,1701,1770
3600,Gravity,John Mayer,3SktMqZmo3M9zbB7oKMIF7,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,635,330,575,453,509,593,655
3601,Sovereign Light Cafe,Keane,4QRkCwqwHFaZ7xeoR9CHL6,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,700,399,560,659,885,916,1090
3602,50 Ways To Say Goodbye,Train,2NniAhAtkRACaMeYt48xlD,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,714,1531,0,0,0,0,0
3603,Nergens Zonder Jou,Guus Meeuwis & Gers Pardoel,7eVRUAES9iaL9I2B5dhUUj,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,720,1318,0,0,0,0,0
3604,Lego House,Ed Sheeran,5ubHAQtKuFfiG4FXfLP804,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,725,1068,598,1079,1474,1174,1187
3605,Lion In The Morning Sun,Will And The People,1S8kpJsUzu0wAfaPdVT9JQ,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,730,1235,1829,1848,0,0,0
3606,Our Day Will Come,Amy Winehouse,4NDpn6yfD5aqafYWFEaJDz,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,744,1328,1456,1595,1723,0,0
3607,'74-'75,Connells,2MAVcVr2oylw2OZ3hojWYj,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,886,1630,0,0,0,0,0
3608,We Take Care Of Our Own,Bruce Springsteen,2LO5IIVwMR6mZl2Y2ekUAz,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,939,1176,1797,0,0,0,0
3609,Later Als Ik Groter Ben,Bløf,1a4Dt4M67sEiBLiKyICptE,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,942,1455,1251,1671,0,0,1654
3610,Next To Me,Emeli Sandé,3vjQt1znaFEnX3PBXsgtVc,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,970,1169,0,0,0,0,0
3611,Ai Se Eu Te Pego!,Michel Teló ,46aIq2GKW7Vr6i4g2Vvycd,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,989,0,0,0,0,0,0
3612,Silenced By The Night,Keane,0BhGZmaQ1SET53qGkGvwxD,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1029,942,1312,1821,0,0,0
3613,Kashmir,Led Zeppelin,2nVHqZbOGkKWzlcy1aMbE7,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,1032,520,167,182,258,251,275
3614,Drive By,Train,0KAiuUOrLTIkzkpfpn9jb9,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1061,1794,0,0,0,0,0
3615,A Town Called Malice,The Jam,1KP1j8sCQADCc8eXrtAUP6,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,1067,1248,1230,1315,1480,1723,0
3616,Meer Kan Het Niet Zijn,Bløf & Sabrina Starke,5agACR7VMWT3H9u4jmIWUP,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,1075,1072,1174,1596,0,0,0
3617,In The End,Linkin Park,60a0Rd6pjrkxjPbaKzXjfq,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,612,189,144,157,40,47
3618,Home Again,Michael Kiwanuka,5yGVHzJ2Se8pDzR7FIYUlU,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1142,1263,1810,1992,1663,1753,1338
3619,Voetstuk Staan,Acda en De Munnik,594bSmp66ahmw4OFyOYIzd,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1144,1425,1515,0,0,0,0
3620,I Will Wait,Mumford & Sons,7g4DqXfKdAJN9CWkAwdDqp,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1149,214,434,436,531,642,498
3621,Home,Edward Sharpe & The Magnetic Zeros,10ViidwjGLCfVtGPfdcszR,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,1182,1087,1607,1904,0,0,0
3622,Balada (Tchê Tcherere Tchê Tchê),Gusttavo Lima,0O13EyQvISUcBAHdU4X3px,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1264,0,0,0,0,0,0
3623,Better Think Twice,Trijntje Oosterhuis,2mqavfTspASzK4OZvX5TTM,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1275,0,0,0,0,0,0
3624,Society,Eddie Vedder,3bHhUEOTIbezeZ856R0BX5,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,1295,1075,241,190,195,188,252
3625,Boulevard Of Broken Dreams,Green Day,1hwJKpe0BPUsq6UUrwBWTw,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,1322,824,331,235,282,270,253
3626,Insomnia,Faithless,5YOCLjQEsrVA3khLJncZ2d,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,1332,778,346,258,226,181,310
3627,Slave To The Music,James Morrison,5IZznaqrDUgDWXYcjBxgCV,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,1338,1733,0,1977,0,0,0
3628,Marry You,Bruno Mars,6SKwQghsR8AISlxhcwyA9R,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,1341,1276,1736,0,0,0,0
3629,Not Over You,Gavin DeGraw,6j7hih15xG2cdYwIJnQXsq,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,1356,1579,1983,1744,0,0,0
3630,Soldier,Gavin DeGraw,0MhCb3iakymVqQIOeYPSUf,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1414,1528,1841,0,0,0,0
3631,Little Talks,Of Monsters And Men,2ihCaVdNZmnHZWt0fvAM7B,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1418,719,996,1032,1567,1527,1790
3632,Some Nights,Fun.,67WTwafOMgegV6ABnBQxcE,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1448,908,1206,1597,0,0,0
3633,9 Crimes,Damien Rice,5GZEeowhvSieFDiR8fQ2im,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,1492,943,308,288,273,329,534
3634,Jeremy,Pearl Jam,62nQ8UZVqR2RMvkJHkcO2o,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,1497,602,196,195,155,136,156
3635,Happiness,Jonathan Jeremiah,5GEs6KYkV9bzN4HZr6rcRQ,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,1509,1229,1503,768,1207,1265,1070
3636,Sky On Fire,Handsome Poets,6striZB6hNVruHknZm2C86,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1546,853,1120,1216,1871,0,0
3637,Sterker Nu Dan Ooit,Nick & Thomas,30TpFpNnvE2frjcpwC4gnm,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,1547,0,0,0,0,0,0
3638,As,George Michael & Mary J. Blige,7r3KzVwHtr2iMZtqJvFn9A,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,1553,1734,0,0,0,1690,1356
3639,Mag Ik Dan Bij Jou,Claudia De Breij,0iYDkElqY6uu0aw8CzOttm,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,1565,472,19,4,8,14,24
3640,Can't Make Up My Mind,The New Shining,3MTS8uVkDCmzmUKBUvclZg,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1571,1593,0,0,0,0,0
3641,Zo Stil,Bløf,3ZcDSojpxWjRrKGw7GjdvT,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1576,852,229,240,326,301,293
3642,What Have You Done,Anouk,67pVoBuEPfDotQ72YQ0zMW,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,1599,0,0,0,0,0,0
3643,There Is a Light That Never Goes Out,Smiths,0WQiDwKJclirSYG9v5tayI,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,1607,950,357,492,597,679,679
3644,Perfectly Lonely,John Mayer,42dbDZX9bsEGqMZWYmnR7J,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,1617,1202,1805,0,0,0,0
3645,Price Tag,Jessie J,2fTsFCKRFQ5M0igJgabnLA,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,1620,1945,0,0,0,0,0
3646,This Isn't Everything You Are,Snow Patrol,0wBBmoeOpNzOid9JajgyUd,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,1629,1806,0,0,0,0,0
3647,New Age,Marlon Roudette,0J2hke1PRNBqyWpnMTreJ5,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1678,0,0,0,0,0,0
3648,If You Ever Come Back,The Script,6Vg3QC5UcpdAcGXgUqkjIX,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,1694,1861,0,0,0,0,0
3649,Apologize,Timbaland & OneRepublic,6ucR4KfvsBFWCMVFDvyKKl,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,1696,1394,0,0,0,0,0
3650,Vrij,Nick & Simon,6Or55QyVUQnec6XNau4Z1T,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1722,0,0,0,0,0,0
3651,Niemand In De Stad,De Dijk,03aukU1sYTGD7bE5mypWWe,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,1732,1055,749,390,356,339,395
3652,Mary,Bertolf,7Fq3w5Cn2XZ1yewBt7r9yT,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1737,0,0,0,0,0,0
3653,Halo,Beyoncé,2CvOqDpQIMw69cCzWqr5yr,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,1750,1089,473,490,438,496,436
3654,Fortunate Son,Creedence Clearwater Revival,4BP3uh0hFLFRb5cjsgLqDh,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,1762,1013,408,295,265,264,213
3655,How To Save A Life,Fray,5fVZC9GiM4e8vu99W0Xf6J,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,1767,1213,811,582,801,981,1162
3656,Domino,Jessie J,2fQxE0jVrjNMT9oJAXtSJR,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,1770,0,0,0,0,0,0
3657,Lithium,Nirvana,26D1PRJjD9Jj1JGRk88KVc,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,1818,957,208,224,252,246,232
3658,Ma Che Bello Questo Amore,Eros Ramazzotti,12s8fpxTKhQl4HmKUKEYZv,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,1819,0,0,0,0,0,0
3659,Girl On Fire,Alicia Keys,4esOae7i4rqTbAu9o5Pxco,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1826,1223,1812,1998,0,0,0
3660,A Change Is Gonna Come,Sam Cooke,0KOE1hat4SIer491XKk4Pa,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,1830,964,883,847,1092,1123,1300
3661,U Can't Touch This,MC Hammer,1B75hgRqe7A4fwee3g3Wmu,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,1839,1859,0,0,0,0,0
3662,Here Without You,3 Doors Down,3NLrRZoMF0Lx6zTlYqeIo4,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,1862,1147,531,594,725,803,1051
3663,Shadow Days,John Mayer,3RgR3cFZ6xh7MlB9DURK6e,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1865,1852,0,0,0,0,0
3664,Little Wing,Jimi Hendrix Experience,1Eolhana7nKHYpcYpdVcT5,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,1901,1070,454,523,635,694,680
3665,Groot Hart,De Dijk,7nEqawimQNzxj4soQepy2I,1985,0,0,0,0,0,0,0,0,0,0,0,0,0,1905,1153,855,496,451,475,559
3666,God Is A DJ,Faithless,1pUFYb9peWkK8m1WCKNRjp,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,1911,1192,470,391,335,288,453
3667,I Just Want To Make Love To You,Etta James,3QnHWkNMY2mpy494Bis0ly,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,1928,0,0,0,0,0,0
3668,Redemption Song,Bob Marley & The Wailers,26PwuMotZqcczKLHi4Htz3,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,1931,666,250,192,213,271,350
3669,Eternity,Robbie Williams,4EobPoOInfzWFalFkU5NR8,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,1950,0,0,0,0,0,0
3670,That's Just The Way It Is,Phil Collins,5R1VlOafxN2pqpiEuFr1Hi,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,1957,0,0,0,0,0,0
3671,Not An Addict,K's Choice,28PA3gq6AeM1JqgNKRqZRf,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,1972,885,637,536,431,464,751
3672,All For Love,"Bryan Adams, Rod Stewart & Sting",035aFnfIrO25Hy4PRP6GC7,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,1987,0,0,0,0,0
3673,Oceaan,Racoon,7GWU6dQFjYF5YpsAUwZfGq,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,21,21,24,24,28
3674,Get Lucky,Daft Punk ft. Pharrell Williams,2Foc5Q5nqNiosCNqttzHof,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,174,265,317,480,782
3675,Birds,Anouk,6lTykG7SRCmzh47EhwmzXQ,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398,213,378,470,459,463
3676,Diamonds,Rihanna,6O20JhBJPePEkBdrB5sqRx,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559,1057,1291,1722,1742,1492
3677,Blurred Lines,Robin Thicke ft. T.I. & Pharrell,0n4bITAu0Y0nigrz3MFJMb,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571,674,997,1543,0,1786
3678,Happy,Pharrell Williams,60nZcImufyMA1MKQY3dcCH,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587,25,111,159,226,378
3679,Just Give Me A Reason,Pink ft. Nate Ruess,1mKXFLRA179hdOWQBwUk9e,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590,494,606,562,928,613
3680,All Of Me,John Legend,3U4isOIWM3VvDubwSI3y7a,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,634,74,124,197,241,400
3681,Dat ik je Mis,Maaike Ouboter,4aSPBYgQXGnU1HzoCwDMjG,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,819,140,106,167,195,308
3682,Another Love,Tom Odell,3JvKfv6T31zO0ini8iNItO,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,983,316,350,340,355,311
3683,Read All About It pt. III,Emeli Sandé,30BsewEJZPxfuLNAlZPFje,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1017,985,1306,1645,0,1983
3684,On Top Of The World,Imagine Dragons,213x4gsFDm04hSqIUkg88w,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1052,481,883,1425,1209,981
3685,Toen Ik Je Zag,Hero,0PynPGqWuKWpxoAKZvRA0t,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1091,752,653,735,707,562
3686,Wake Me Up,Avicii ft. Aloe Blacc,0nrRP2bk19rLc0orkWPQk2,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1103,236,276,494,633,100
3687,Freedom,Racoon,3B1e9DYbuxKEOpagruK4Md,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1124,1416,1566,0,0,0
3688,Lover Of The Light,Mumford & Sons,75HNSUVRXliIPSl0lIKl5F,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1141,761,775,949,1165,918
3689,Come Together,Beatles,2EqlS6tkEnglzr7tkKAAYD,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1156,614,520,696,638,569
3690,Take Your Time Girl,Niels Geusebroek,62En58kZelNGnGvmJUMVC0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1171,559,943,1342,1750,1987
3691,Royals,Lorde,2dLLR6qlu5UJ5gk0dKz0h3,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1206,649,845,1415,1364,1405
3692,This Is What It Feels Like,Armin van Buuren ft. Trevor Guthrie,5GjnIpUlLGEIYk052ISOw9,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1243,146,184,325,454,337
3693,Waves,Mr. Probz,3s8GJ1A9ujxsKcLaJ2wY7Q,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1245,63,293,644,778,953
3694,Hey Brother,Avicii,4lhqb6JvbHId48OUJGwymk,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1253,339,416,751,841,234
3695,Give Me Love,Ed Sheeran,0SuG9kyzGRpDqrCWtgD6Lq,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1261,226,576,914,903,933
3696,Locked Out Of Heaven,Bruno Mars,3w3y8KPTfNeOKPiqUTakBh,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1283,876,1617,1673,1899,1578
3697,Formidable,Stromae,2AMysGXOe0zzZJMtH3Nizb,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1314,32,92,143,200,296
3698,Hall Of Fame,The Script ft. Will.I.Am,7wMq5n8mYSKlQIGECKUgTX,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1330,722,942,1270,1450,1322
3699,Narcotic,Liquido,1H5VQuShs4qfwBXyHF0PeH,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1344,773,588,664,611,553
3700,Blue Bittersweet,Ilse DeLange,31MtA1bmM3PsiAX1sur7rM,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1352,844,0,0,0,0
3701,Pompeii,Bastille,6fNhZRFEkBfgW39W3wKARJ,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1353,247,392,367,570,632
3702,We Are One,Ilse DeLange,0jXj73Jb23xYjEjY7oiUgF,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1388,1678,0,0,0,0
3703,Keep Your Head Up,Sandra van Nieuwland,23CF8bdbs61x7UFtvaOwBT,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1416,0,0,0,0,0
3704,Stay,Rihanna ft. Mikky Ekko,0GNI8K3VATWBABQFAzBAYe,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1441,707,1000,1456,1778,1441
3705,Beneath Your Beautiful,Labrinth feat. Emeli Sandé,2EcsgXlxz99UMDSPg5T8RF,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1442,1280,1753,0,0,0
3706,Atlas,Coldplay,2DI0fZ4QZmLtapszYaoG6F,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1464,763,1183,1942,0,0
3707,Papaoutai,Stromae,34dx8DACTJsc3rsJdaEIQw,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1470,191,314,488,517,476
3708,Six Degrees of Separation,The Script,0Sayb1EWTywPttwJo7zjBt,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1498,1389,1823,0,0,0
3709,Close To You,Michael Prins,0ptKXVvF6qrNAjm9HGG0Rw,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520,1079,1283,1762,1917,0
3710,Red Mij Niet,Maarten van Roozendaal,57Q4cnXoZqih7k54i3pbQo,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1521,797,855,1009,1119,1696
3711,Winter Of Love,Ilse DeLange,5QCS8ZIHNCcz7Z73Zs8z9x,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1554,1966,0,0,0,0
